F3_beta,FC6_beta,P7_beta,T8_beta,F7_beta,F8_beta,T7_beta,P8_beta,F4_beta,AF3_beta,O2_beta,O1_beta,FC5_beta,id,label,F3_mu,FC6_mu,P7_mu,T8_mu,F7_mu,F8_mu,T7_mu,P8_mu,F4_mu,AF3_mu,O2_mu,O1_mu,FC5_mu
9.590238941988856,9.604363096913128,9.59080393823829,9.617209378336263,9.626227767742233,9.579534416082629,9.589990721322385,9.574996071253432,9.599296484575355,9.617036346644921,9.582804047977918,9.567983467067597,9.623327402650917,0,0,9.941135951509196,9.982150245351097,9.946640263977542,9.984438062305225,10.012896751823066,9.957457549468328,9.978088222474756,9.902074962690303,9.949354640157512,9.975738405868421,9.920496137255935,9.907506779258714,9.972017525640005
10.272986779638115,10.338012266941512,10.265471007190824,10.339489663226098,10.350626284865822,10.30722253753627,10.321789483570168,10.245132611320356,10.291902787588151,10.2815314996055,10.268789049850085,10.242162454938606,10.294057072850611,1,1,10.136823176743645,10.168443466828798,10.147616685893105,10.178475072392311,10.188831887582966,10.148808809607088,10.18557468480494,10.11765745749421,10.142686362897017,10.12042742248628,10.135964900029029,10.127309958987665,10.157041121989163
9.685493449454874,9.708121930539871,9.686064854404355,9.711364653216238,9.717879165713523,9.69779066933079,9.691321881358853,9.678608506702519,9.691413559756558,9.704346198209576,9.68843067081255,9.678658398855795,9.684668520454066,2,0,9.634708637385069,9.650193737798874,9.64298641038501,9.65087241033177,9.66190643237784,9.641468381273908,9.659974238825882,9.62977861846454,9.641816934349395,9.644196610320877,9.645297469283074,9.636402714323754,9.624257212750184
9.952124441353643,9.991042842366317,9.940493046167619,10.029456132878273,10.014824678005857,9.987531753728064,9.990027312104464,9.951700984915087,9.986410124632826,10.06266395182007,9.947619666924853,9.940601075732793,9.97497251147834,3,-1,10.57204410932006,10.62095357657489,10.563460266648809,10.656712565780772,10.642386529208569,10.608514115450088,10.614032893694414,10.559682826806922,10.602025502227413,10.69312955368795,10.571490304421589,10.550087841169702,10.596913804608578
9.939240550517932,9.971157042155731,9.932586180854729,9.978828105728196,9.979356586395488,9.959557332073254,9.985936337048006,9.923825363646838,9.940224742990313,9.925012578726486,9.93033567124952,9.921233580476748,9.950245403378508,4,0,10.271092779898465,10.302617954005834,10.267675463643634,10.30529299049596,10.328312683628836,10.282871097352196,10.312447523648887,10.250421611523667,10.269624520275075,10.26691974539256,10.261786986984482,10.250802354908874,10.294518991606367
9.890131320512381,9.934970128545311,9.904033979332226,9.927551189894373,9.940442693471786,9.912105571268652,9.955864293444805,9.888492356353282,9.912122147062867,9.875391530226471,9.901519924534291,9.895564242067847,9.916028762182519,5,1,10.147405978909054,10.192455443383867,10.147826957734898,10.190135692294739,10.203685965724754,10.169291181901443,10.194005309609254,10.129655459467896,10.16117501314658,10.129007406569453,10.14970768557996,10.135556313440512,10.162597448971011
9.74349284642528,9.744002844870813,9.74040228460621,9.691704491185225,9.742693466585827,9.749229802162493,9.724110635327815,9.727403065357654,9.742018507262587,9.711986629858464,9.739051712028937,9.733249887822017,9.742618143060591,6,0,10.149134214541737,10.174886383028515,10.152386981606815,10.136061924798302,10.178820235746992,10.16477571739939,10.15262378584603,10.129148406287712,10.156117609039185,10.124419021150985,10.15046125186911,10.134702663180164,10.137907405888779
9.545480670630697,9.551337899220844,9.545574305592075,9.548605617894747,9.56170522729896,9.558632534108508,9.579980493003156,9.525057592662,9.549361222392786,9.558619501613808,9.522734534319294,9.53947799976827,9.563874275404467,7,-1,9.772112237728606,9.78354436426382,9.751095628553474,9.768394548520051,9.790796248963657,9.781459376465287,9.770528425806464,9.743152002725841,9.788023472863893,9.782238463434497,9.764793372848851,9.755426475763173,9.776527975613906
9.809558196205003,9.840714426573088,9.812701634602064,9.849124291923218,9.851296273887865,9.828766618889354,9.865801926713363,9.804257017127464,9.826841004945667,9.843885311739152,9.820877625720103,9.806335950863764,9.81908509560674,8,0,9.842488113062188,9.87199085868466,9.845763276849027,9.883845541677813,9.871157115833574,9.86159313582062,9.873005268007931,9.843083734764301,9.859858640827971,9.866745391734526,9.836682955014524,9.829580136197649,9.833570827638802
10.048776553048022,10.089250913450735,10.05078144188178,10.079960633540272,10.100476302696205,10.07515772735912,10.102049521774402,10.042788383088492,10.053497652002491,10.085068155158343,10.05982167216574,10.040911791443673,10.049123394119778,9,1,10.097319220086195,10.127581081048492,10.15215718899794,10.14412341206918,10.15775274388517,10.123154447465163,10.176537228323522,10.106725723180508,10.093190079497436,10.115500213379788,10.129935656367994,10.120673439301962,10.109606448378187
9.872598027601077,9.91362610033564,9.898267254076133,9.916529101827287,9.91662718891749,9.90382534719681,9.900602147008867,9.856223252814507,9.886193578309683,9.876698673990433,9.870488000044586,9.848010791796229,9.8584015520538,10,0,10.196746810964703,10.243214741698024,10.197484551043761,10.239699680506128,10.250589022658646,10.228295667124913,10.212182916222343,10.156293811126925,10.215031506753784,10.199890836406489,10.163810274997626,10.138477232021451,10.17535145409512
9.902342658035698,9.940173719241477,9.906203610129051,9.946237491800083,9.94330437444126,9.92609599328313,9.940932265787435,9.889623752857688,9.916378194163713,9.869260045038079,9.895195103226268,9.896779488610765,9.88418533534489,11,-1,10.043877579652499,10.073945237808827,10.064655427863228,10.077409004494514,10.089645487980354,10.055052903663777,10.092735206244564,9.994210006311187,10.058116583923686,10.001991852793179,9.998413084204405,10.03242416993095,10.01505571692558
10.660136359333912,10.686493902377862,10.653597430741682,10.6810695177692,10.686716027282989,10.672032718427452,10.678441127955734,10.640243714343304,10.662261579792833,10.607970964049477,10.656043301266259,10.645114288665289,10.648991225745908,12,0,10.948632588761445,10.975190808771634,10.939055509156828,10.990466146166508,10.977878018203945,10.963504444932214,10.961563025035895,10.941868892321294,10.969453950560903,10.935030468427017,10.955601222781926,10.941227344051471,10.948643463034536
9.32614060185062,9.341107180283494,9.292732396219481,9.31834611112906,9.317060927236497,9.334296056323414,9.310401684415078,9.334578974836884,9.320164731814952,9.443218051102692,9.33632432247774,9.312051967667385,9.358684510898282,13,1,9.89858515946236,9.914944797099105,9.858961821868462,9.898393995069888,9.89938870798185,9.90975418113526,9.895535175291055,9.899549860500745,9.898901945047697,10.002033529657604,9.933426915078803,9.877321231931486,9.932020247503186
10.82907481201756,10.841492593348564,10.82358571536339,10.863504467764749,10.849771694712237,10.845669501773624,10.838137852656077,10.83425768718187,10.845564306954527,10.868261387657597,10.829821242217221,10.832396690956362,10.844385137062554,14,0,11.114628751048443,11.125412027867139,11.093494004644732,11.121022070687157,11.137317014881488,11.117010839808929,11.12081068932946,11.073347940540529,11.120789435732664,11.11063104796379,11.0879924823639,11.095955582574591,11.108204323273617
9.8426061710989,9.87359947593962,9.823858781751634,9.861929224441326,9.880776267216998,9.873833691794223,9.873143368577528,9.81637237896088,9.831459076794221,9.970095152148902,9.836952164044643,9.81153176296316,9.85072289600451,15,-1,10.339901649007214,10.38462284328359,10.305532656221922,10.369955518885797,10.391161859284571,10.366254339090974,10.367558133690936,10.303832322500963,10.335009281604163,10.449547442856035,10.36294320469431,10.309532163467384,10.338268110441168
11.064607817673801,11.086740846645537,11.047442890879267,11.091720946107914,11.091786299235153,11.077467772788342,11.086851282744338,11.046834601852975,11.07283651610791,11.075647387259128,11.058450127114986,11.04073493486421,11.05751303629216,16,0,11.108773773524405,11.164897112123024,11.088977434439922,11.184677529626075,11.184984329905044,11.138525566630936,11.166813077919063,11.084503366421949,11.122121571364406,11.083579521201763,11.108407947392754,11.067148600287222,11.08004430563127
8.959388833744134,8.914722326012548,8.967695554429334,8.881114195505829,8.897314290141898,8.937736525027344,8.919210091888104,8.963337998370505,8.904746802460213,9.133928591185423,8.97905508542417,8.975815002982548,9.029224015219143,17,1,9.171944489847556,9.105761226477984,9.165435777379042,9.05658678439988,9.102021303349677,9.138060197497305,9.114559756392737,9.132165134068758,9.103077410661061,9.335959771357674,9.145036777502623,9.166376471975402,9.227568524363543
9.426183415582997,9.420068076475614,9.423299753845406,9.365218955273642,9.419285668732371,9.41581915589267,9.405168946008166,9.421844450489091,9.431068164540385,9.422297308712213,9.419738412025056,9.436906764538909,9.453373380012215,18,0,9.604119113546856,9.59842534307565,9.574806518446726,9.533687553853401,9.5938148533668,9.594269959929838,9.56409091167217,9.59668888095668,9.612598170909997,9.60647071494349,9.60307304903648,9.598974048346482,9.629932694912982
9.43892332337903,9.44177206453809,9.4310828285125,9.446152749761115,9.444266316147832,9.432378574897417,9.44233113026907,9.431479075409325,9.444251245608807,9.38817421908268,9.428393390861388,9.42560780060507,9.440230664580032,19,-1,9.614247026774528,9.604341083488727,9.58041927813882,9.604420197935589,9.608522815890076,9.596149683415314,9.594113126156852,9.602202968880185,9.616605188660458,9.559862954654863,9.603834783444285,9.583824451968235,9.609826851424955
9.42956103587236,9.434006991272176,9.438945174958988,9.42693876572326,9.432126202893965,9.42756907754836,9.420379422333932,9.423555947423788,9.436153425594311,9.42712136074994,9.42740580388246,9.436741535404723,9.418152045600099,20,0,9.613261943080694,9.60480097274573,9.608744059807872,9.595650748362589,9.612405367439978,9.609425980951658,9.605038573499469,9.590531441846904,9.614092928630356,9.614141820052192,9.592361267470098,9.609026391672321,9.59067195822345
9.512496863111574,9.521119965082278,9.50347094806615,9.50144373687595,9.523520030379782,9.529929597040354,9.513409304070981,9.514600437926743,9.505567422779013,9.50714932260336,9.51143113321528,9.503903564136245,9.471903572296771,21,1,9.652799462637303,9.650584911512261,9.612393809814998,9.612476422473408,9.649367426143874,9.64244521093935,9.628430331014249,9.605787005068086,9.645567681146787,9.653058452799696,9.610117530862135,9.623613359120146,9.610729406355185
9.92314411986279,9.924992628624537,9.916464860729684,9.917677723106879,9.922601270471844,9.91013013395542,9.92939841155285,9.910105273828847,9.905498636600825,9.855435835284627,9.923316259056381,9.907903132843138,9.897575082417815,22,0,10.181359876801654,10.198656687808576,10.201443783422423,10.206810533641264,10.193442342986916,10.181430065918825,10.200005483095643,10.210479809918944,10.169622680314163,10.117137860625691,10.21909657960418,10.194544223672949,10.168877724536696
9.402712215458779,9.40962022579704,9.409401799770082,9.420041848584507,9.399806520991769,9.41138600166775,9.407006408201672,9.41071998901641,9.407146388032345,9.395869005906428,9.400524411348579,9.408134393291295,9.3897701101361,23,-1,9.59002895611486,9.587536870490538,9.566912905636372,9.593780767232225,9.578822435416997,9.588438067455668,9.574876204335638,9.587592344074542,9.59858770690494,9.582822026495148,9.596405225033108,9.577360395136276,9.576464253691382
9.427499330102075,9.431211406662904,9.457361389353792,9.429578840147311,9.4133693798084,9.429095341406093,9.43959838192025,9.428976118936054,9.432740218404286,9.4242550013665,9.430273632475805,9.445767253147027,9.436659575303509,24,0,9.608244048993553,9.62231629060648,9.61608758370551,9.62498178434241,9.593968033475885,9.610021342811327,9.602939862192521,9.637841852861065,9.627796883251564,9.605441147590735,9.62631406414729,9.601023595484351,9.616340571858835
9.420187780980463,9.417552943160363,9.439039934091328,9.43100722794651,9.433360196812005,9.422385100957658,9.444792885584786,9.432589613802195,9.422823647454711,9.428542665337643,9.426222099104201,9.428119952598259,9.431792308504825,25,1,9.61273638284434,9.622133103993235,9.59413510608474,9.618793924047315,9.608523004824951,9.614966152690235,9.591393153423402,9.612696220131731,9.622219815078076,9.617815384242252,9.620205863937676,9.585192841782332,9.620439174900145
9.41136482984019,9.414505160397278,9.432509869631849,9.41368360319038,9.419213456350624,9.419665945195986,9.424318754958975,9.418993843598098,9.41285211445891,9.41653447759837,9.41664935785559,9.42806728731854,9.423809637576591,26,0,9.583165837478319,9.574325772062656,9.618695039363667,9.568611407619409,9.585223065780122,9.581298277445187,9.58460942247979,9.563635850065634,9.580165311276435,9.584173452961522,9.559241454581734,9.598832513616406,9.586066869483277
9.394891133773259,9.396166303401836,9.397068366669094,9.409062723126745,9.395512392572504,9.387717083845786,9.403625962565616,9.381324958566106,9.398316716072218,9.401415423925675,9.38108812517922,9.392028546317919,9.395258255595207,27,-1,9.58989363946245,9.588286530549265,9.550317893066712,9.59863549630142,9.58371470863523,9.581614986180218,9.56661156916866,9.552657859188942,9.603683960349843,9.59559541362863,9.544949598391817,9.560015379317484,9.582441643819017
9.653444911637823,9.665460486387481,9.643439019023523,9.645183784551154,9.66947079355465,9.659694993998857,9.678861581479994,9.654241741975397,9.657305943544628,9.669307428330887,9.655131118744533,9.648128281966162,9.668183363133542,28,0,9.916825043076178,9.93718757629005,9.922904231551176,9.921613418797978,9.94943330913767,9.929148136781125,9.950275408117315,9.916983127071276,9.921897359996837,9.923581640939455,9.904649765467195,9.90913965940168,9.919228984105597
9.80910674529841,9.838970669403638,9.794645412715797,9.858333943057467,9.843665971551411,9.828332725537397,9.840531377485371,9.82161966284254,9.833133157790012,9.759974348354701,9.812039910021136,9.800552066280776,9.79605287603979,29,1,10.226274477462082,10.240960390327276,10.206160800711707,10.265637661942053,10.26023709696314,10.238926201821025,10.253416021424545,10.212848335829362,10.240704527132575,10.192980042377414,10.216461460016498,10.205197576112914,10.206341559416778
10.031299788305688,10.046422244595325,9.995468487185518,10.064162579414988,10.053016000719206,10.03765237313732,10.052260640820814,10.029090748467175,10.024668568465641,10.030172719741493,10.034458011944823,10.005829180650792,10.004745588503837,30,0,10.46457754765711,10.473245600213572,10.405897858871517,10.481954175839292,10.481670147360738,10.462513928899961,10.470164355283861,10.434276588783138,10.463564932754373,10.445242294689924,10.453804558556438,10.418950734694207,10.430617486698777
9.947770948875688,9.970108295734176,9.911346599740178,9.998237408166457,9.987245978182875,9.967026487175316,9.976467884311527,9.943433729005353,9.96086898860743,9.988764082114722,9.941048769984942,9.932130354717312,9.924972863650977,31,-1,10.264187657697068,10.291207625458272,10.191208806553856,10.320697390074262,10.311430731189558,10.285081840376687,10.283954964639774,10.247483009838708,10.278743913594008,10.28777536638536,10.259573555624364,10.217250530821143,10.231065919120587
