AF3_beta,F7_beta,F3_beta,FC5_beta,T7_beta,P7_beta,O1_beta,O2_beta,P8_beta,T8_beta,FC6_beta,F4_beta,F8_beta,id,label,AF3_mu,F7_mu,F3_mu,FC5_mu,T7_mu,P7_mu,O1_mu,O2_mu,P8_mu,T8_mu,FC6_mu,F4_mu,F8_mu
9.617036346644921,9.626227767742233,9.590238941988856,9.623327402650917,9.589990721322385,9.59080393823829,9.567983467067597,9.582804047977918,9.574996071253432,9.617209378336263,9.604363096913128,9.599296484575355,9.579534416082629,0,0,9.975738405868421,10.012896751823066,9.941135951509196,9.972017525640005,9.978088222474756,9.946640263977542,9.907506779258714,9.920496137255935,9.902074962690303,9.984438062305225,9.982150245351097,9.949354640157512,9.957457549468328
10.2815314996055,10.350626284865822,10.272986779638115,10.294057072850611,10.321789483570168,10.265471007190824,10.242162454938606,10.268789049850085,10.245132611320356,10.339489663226098,10.338012266941512,10.291902787588151,10.30722253753627,1,1,10.12042742248628,10.188831887582966,10.136823176743645,10.157041121989163,10.18557468480494,10.147616685893105,10.127309958987665,10.135964900029029,10.11765745749421,10.178475072392311,10.168443466828798,10.142686362897017,10.148808809607088
9.704346198209576,9.717879165713523,9.685493449454874,9.684668520454066,9.691321881358853,9.686064854404355,9.678658398855795,9.68843067081255,9.678608506702519,9.711364653216238,9.708121930539871,9.691413559756558,9.69779066933079,2,0,9.644196610320877,9.66190643237784,9.634708637385069,9.624257212750184,9.659974238825882,9.64298641038501,9.636402714323754,9.645297469283074,9.62977861846454,9.65087241033177,9.650193737798874,9.641816934349395,9.641468381273908
10.06266395182007,10.014824678005857,9.952124441353643,9.97497251147834,9.990027312104464,9.940493046167619,9.940601075732793,9.947619666924853,9.951700984915087,10.029456132878273,9.991042842366317,9.986410124632826,9.987531753728064,3,-1,10.69312955368795,10.642386529208569,10.57204410932006,10.596913804608578,10.614032893694414,10.563460266648809,10.550087841169702,10.571490304421589,10.559682826806922,10.656712565780772,10.62095357657489,10.602025502227413,10.608514115450088
9.925012578726486,9.979356586395488,9.939240550517932,9.950245403378508,9.985936337048006,9.932586180854729,9.921233580476748,9.93033567124952,9.923825363646838,9.978828105728196,9.971157042155731,9.940224742990313,9.959557332073254,4,0,10.26691974539256,10.328312683628836,10.271092779898465,10.294518991606367,10.312447523648887,10.267675463643634,10.250802354908874,10.261786986984482,10.250421611523667,10.30529299049596,10.302617954005834,10.269624520275075,10.282871097352196
9.875391530226471,9.940442693471786,9.890131320512381,9.916028762182519,9.955864293444805,9.904033979332226,9.895564242067847,9.901519924534291,9.888492356353282,9.927551189894373,9.934970128545311,9.912122147062867,9.912105571268652,5,1,10.129007406569453,10.203685965724754,10.147405978909054,10.162597448971011,10.194005309609254,10.147826957734898,10.135556313440512,10.14970768557996,10.129655459467896,10.190135692294739,10.192455443383867,10.16117501314658,10.169291181901443
9.711986629858464,9.742693466585827,9.74349284642528,9.742618143060591,9.724110635327815,9.74040228460621,9.733249887822017,9.739051712028937,9.727403065357654,9.691704491185225,9.744002844870813,9.742018507262587,9.749229802162493,6,0,10.124419021150985,10.178820235746992,10.149134214541737,10.137907405888779,10.15262378584603,10.152386981606815,10.134702663180164,10.15046125186911,10.129148406287712,10.136061924798302,10.174886383028515,10.156117609039185,10.16477571739939
9.558619501613808,9.56170522729896,9.545480670630697,9.563874275404467,9.579980493003156,9.545574305592075,9.53947799976827,9.522734534319294,9.525057592662,9.548605617894747,9.551337899220844,9.549361222392786,9.558632534108508,7,-1,9.782238463434497,9.790796248963657,9.772112237728606,9.776527975613906,9.770528425806464,9.751095628553474,9.755426475763173,9.764793372848851,9.743152002725841,9.768394548520051,9.78354436426382,9.788023472863893,9.781459376465287
9.843885311739152,9.851296273887865,9.809558196205003,9.81908509560674,9.865801926713363,9.812701634602064,9.806335950863764,9.820877625720103,9.804257017127464,9.849124291923218,9.840714426573088,9.826841004945667,9.828766618889354,8,0,9.866745391734526,9.871157115833574,9.842488113062188,9.833570827638802,9.873005268007931,9.845763276849027,9.829580136197649,9.836682955014524,9.843083734764301,9.883845541677813,9.87199085868466,9.859858640827971,9.86159313582062
10.085068155158343,10.100476302696205,10.048776553048022,10.049123394119778,10.102049521774402,10.05078144188178,10.040911791443673,10.05982167216574,10.042788383088492,10.079960633540272,10.089250913450735,10.053497652002491,10.07515772735912,9,1,10.115500213379788,10.15775274388517,10.097319220086195,10.109606448378187,10.176537228323522,10.15215718899794,10.120673439301962,10.129935656367994,10.106725723180508,10.14412341206918,10.127581081048492,10.093190079497436,10.123154447465163
