Time (s),AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Sampling Rate
0.0000000000e+000,1.6689743652e+003,1.4564102783e+003,1.4564102783e+003,1.5417949219e+003,1.5111538086e+003,1.4582050781e+003,1.5444871826e+003,1.4787178955e+003,1.5824359131e+003,1.6173077393e+003,1.4279487305e+003,1.5753846436e+003,1.4708974609e+003,1.4679487305e+003,128
7.8125000000e-003,1.6037178955e+003,1.3861538086e+003,1.3879487305e+003,1.4730769043e+003,1.4543590088e+003,1.3864102783e+003,1.4776922607e+003,1.4080769043e+003,1.5156409912e+003,1.5439743652e+003,1.3585897217e+003,1.5064102783e+003,1.4012821045e+003,1.4026922607e+003,
1.5625000000e-002,1.5632050781e+003,1.3339743652e+003,1.3439743652e+003,1.4321794434e+003,1.4182050781e+003,1.3375640869e+003,1.4360256348e+003,1.3621794434e+003,1.4752564697e+003,1.4998718262e+003,1.3106409912e+003,1.4615384521e+003,1.3552564697e+003,1.3619230957e+003,
2.3437500000e-002,1.5574359131e+003,1.3062821045e+003,1.3303846436e+003,1.4188461914e+003,1.3408974609e+003,1.3284615479e+003,1.4143590088e+003,1.3464102783e+003,1.4474359131e+003,1.4679487305e+003,1.2928205566e+003,1.4343590088e+003,1.3397435303e+003,1.3428205566e+003,
3.1250000000e-002,1.5419230957e+003,1.2983333740e+003,1.3091025391e+003,1.3957692871e+003,1.3528205566e+003,1.3085897217e+003,1.3921794434e+003,1.3283333740e+003,1.4279487305e+003,1.4432050781e+003,1.2794871826e+003,1.4132050781e+003,1.3228205566e+003,1.3225640869e+003,
3.9062500000e-002,1.4037178955e+003,1.1646153564e+003,1.1801281738e+003,1.2669230957e+003,1.3201281738e+003,1.1775640869e+003,1.2634615479e+003,1.1948718262e+003,1.2970512695e+003,1.3052564697e+003,1.1482050781e+003,1.2793590088e+003,1.1903846436e+003,1.1975640869e+003,
4.6875000000e-002,1.6162821045e+003,1.3203846436e+003,1.3479487305e+003,1.4478205566e+003,1.4546153564e+003,1.3458974609e+003,1.4423077393e+003,1.3591025391e+003,1.4739743652e+003,1.4969230957e+003,1.3029487305e+003,1.4669230957e+003,1.3587178955e+003,1.3629487305e+003,
5.4687500000e-002,1.7314102783e+003,1.4242307129e+003,1.4498718262e+003,1.5555128174e+003,1.5808974609e+003,1.4382050781e+003,1.5461538086e+003,1.4579487305e+003,1.5767949219e+003,1.6071794434e+003,1.4026922607e+003,1.5751281738e+003,1.4617949219e+003,1.4643590088e+003,
6.2500000000e-002,1.9347435303e+003,1.6397435303e+003,1.6542307129e+003,1.7617949219e+003,1.8087178955e+003,1.6334615479e+003,1.7401281738e+003,1.6582050781e+003,1.7706409912e+003,1.8217949219e+003,1.6164102783e+003,1.7807692871e+003,1.6701281738e+003,1.6693590088e+003,
7.0312500000e-002,2.2196154785e+003,1.9543590088e+003,1.9415384521e+003,2.0439743652e+003,2.0374359131e+003,1.9276922607e+003,2.0170512695e+003,1.9396153564e+003,2.0451281738e+003,2.1217949219e+003,1.9221794434e+003,2.0711538086e+003,1.9712821045e+003,1.9532050781e+003,
