Time (s);AF3;F7;F3;FC5;T7;P7;O1;O2;P8;T8;FC6;F4;F8;AF4;Sampling Rate
0.0000000000e+000;4.1770512695e+003;4.1865385742e+003;4.1912822266e+003;4.1932050781e+003;4.1843588867e+003;4.1901284180e+003;4.1867949219e+003;4.1842309570e+003;4.1905126953e+003;4.1843588867e+003;4.1965385742e+003;4.1730771484e+003;4.1814101563e+003;4.1983334961e+003;128
7.8125000000e-003;4.1748715820e+003;4.1857690430e+003;4.1896152344e+003;4.1930771484e+003;4.1844873047e+003;4.1898715820e+003;4.1870512695e+003;4.1843588867e+003;4.1869228516e+003;4.1826923828e+003;4.1934614258e+003;4.1724360352e+003;4.1789741211e+003;4.1967949219e+003;
1.5625000000e-002;4.1730771484e+003;4.1875639648e+003;4.1853847656e+003;4.1946152344e+003;4.1876923828e+003;4.1871796875e+003;4.1838461914e+003;4.1878203125e+003;4.1838461914e+003;4.1806411133e+003;4.1875639648e+003;4.1650000000e+003;4.1773076172e+003;4.1925639648e+003;
2.3437500000e-002;4.1707690430e+003;4.1864101563e+003;4.1837177734e+003;4.1911538086e+003;4.1867949219e+003;4.1850000000e+003;4.1817949219e+003;4.1853847656e+003;4.1837177734e+003;4.1798715820e+003;4.1855126953e+003;4.1612822266e+003;4.1750000000e+003;4.1891025391e+003;
3.1250000000e-002;4.1688461914e+003;4.1858974609e+003;4.1846152344e+003;4.1887177734e+003;4.1850000000e+003;4.1837177734e+003;4.1824360352e+003;4.1825639648e+003;4.1816665039e+003;4.1785898438e+003;4.1833334961e+003;4.1602563477e+003;4.1723076172e+003;4.1858974609e+003;
3.9062500000e-002;4.1771796875e+003;4.1907690430e+003;4.1878203125e+003;4.1907690430e+003;4.1943588867e+003;4.1934614258e+003;4.1896152344e+003;4.1834614258e+003;4.1788461914e+003;4.1830771484e+003;4.1870512695e+003;4.1607690430e+003;4.1801284180e+003;4.1905126953e+003;
4.6875000000e-002;4.1767949219e+003;4.1914101563e+003;4.1891025391e+003;4.1915385742e+003;4.1944873047e+003;4.1926923828e+003;4.1906411133e+003;4.1847436523e+003;4.1801284180e+003;4.1823076172e+003;4.1862822266e+003;4.1619228516e+003;4.1789741211e+003;4.1879487305e+003;
5.4687500000e-002;4.1802563477e+003;4.1907690430e+003;4.1866665039e+003;4.1906411133e+003;4.1923076172e+003;4.1906411133e+003;4.1817949219e+003;4.1833334961e+003;4.1875639648e+003;4.1861538086e+003;4.1896152344e+003;4.1632050781e+003;4.1862822266e+003;4.1888461914e+003;
6.2500000000e-002;4.1792309570e+003;4.1915385742e+003;4.1856411133e+003;4.1898715820e+003;4.1935898438e+003;4.1908974609e+003;4.1855126953e+003;4.1808974609e+003;4.1837177734e+003;4.1848715820e+003;4.1852563477e+003;4.1570512695e+003;4.1834614258e+003;4.1825639648e+003;
7.0312500000e-002;4.1805126953e+003;4.1925639648e+003;4.1867949219e+003;4.1911538086e+003;4.1960258789e+003;4.1934614258e+003;4.1860258789e+003;4.1838461914e+003;4.1873076172e+003;4.1880771484e+003;4.1871796875e+003;4.1571796875e+003;4.1841025391e+003;4.1821796875e+003;
