Time (s),AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Sampling Rate
0.0000000000e+000,3.6991025391e+003,3.6538461914e+003,3.6780769043e+003,3.7153845215e+003,3.6353845215e+003,3.6539743652e+003,3.6774357910e+003,3.6674357910e+003,3.6828205566e+003,3.5551281738e+003,3.6220512695e+003,3.6967949219e+003,3.6258974609e+003,3.4461538086e+003,128
7.8125000000e-003,3.7823076172e+003,3.7412819824e+003,3.7546154785e+003,3.8084614258e+003,3.6742307129e+003,3.7293588867e+003,3.7505129395e+003,3.7388461914e+003,3.7550000000e+003,3.6392307129e+003,3.7089743652e+003,3.7814101563e+003,3.6937180176e+003,3.5308974609e+003,
1.5625000000e-002,3.7452563477e+003,3.7144870605e+003,3.7169230957e+003,3.7660256348e+003,3.7017949219e+003,3.6932050781e+003,3.7155129395e+003,3.7071794434e+003,3.7219230957e+003,3.6096154785e+003,3.6773076172e+003,3.7491025391e+003,3.6651281738e+003,3.5000000000e+003,
2.3437500000e-002,3.7282050781e+003,3.6967949219e+003,3.7017949219e+003,3.7597436523e+003,3.6928205566e+003,3.6748718262e+003,3.6974357910e+003,3.6898718262e+003,3.7053845215e+003,3.5914101563e+003,3.6617949219e+003,3.7311538086e+003,3.6439743652e+003,3.4839743652e+003,
3.1250000000e-002,3.6401281738e+003,3.5983332520e+003,3.6156411133e+003,3.6658974609e+003,3.5515385742e+003,3.5942307129e+003,3.6142307129e+003,3.6057692871e+003,3.6243588867e+003,3.5070512695e+003,3.5553845215e+003,3.6279487305e+003,3.5565385742e+003,3.3860256348e+003,
3.9062500000e-002,3.5917949219e+003,3.5446154785e+003,3.5673076172e+003,3.6029487305e+003,3.4953845215e+003,3.5466667480e+003,3.5697436523e+003,3.5597436523e+003,3.5783332520e+003,3.4585898438e+003,3.5023076172e+003,3.5794870605e+003,3.5080769043e+003,3.3352563477e+003,
4.6875000000e-002,3.5703845215e+003,3.5110256348e+003,3.5419230957e+003,3.5655129395e+003,3.4841025391e+003,3.5161538086e+003,3.5478205566e+003,3.5316667480e+003,3.5511538086e+003,3.4269230957e+003,3.4889743652e+003,3.5624357910e+003,3.4737180176e+003,3.3130769043e+003,
5.4687500000e-002,3.6116667480e+003,3.5488461914e+003,3.5791025391e+003,3.6111538086e+003,3.5300000000e+003,3.5511538086e+003,3.5842307129e+003,3.5666667480e+003,3.5871794434e+003,3.4648718262e+003,3.5346154785e+003,3.6023076172e+003,3.5096154785e+003,3.3526923828e+003,
6.2500000000e-002,3.6398718262e+003,3.5747436523e+003,3.6030769043e+003,3.6578205566e+003,3.5271794434e+003,3.5746154785e+003,3.6048718262e+003,3.5937180176e+003,3.6165385742e+003,3.5024357910e+003,3.5505129395e+003,3.6219230957e+003,3.5379487305e+003,3.3728205566e+003,
7.0312500000e-002,3.5948718262e+003,3.5273076172e+003,3.5596154785e+003,3.6084614258e+003,3.4680769043e+003,3.5332050781e+003,3.5625642090e+003,3.5505129395e+003,3.5750000000e+003,3.4593588867e+003,3.5047436523e+003,3.5776923828e+003,3.4933332520e+003,3.3283332520e+003,
7.8125000000e-002,3.5600000000e+003,3.4911538086e+003,3.5256411133e+003,3.5662819824e+003,3.4289743652e+003,3.5029487305e+003,3.5307692871e+003,3.5161538086e+003,3.5416667480e+003,3.4244870605e+003,3.4728205566e+003,3.5443588867e+003,3.4598718262e+003,3.2960256348e+003,
8.5937500000e-002,3.5498718262e+003,3.4821794434e+003,3.5152563477e+003,3.5503845215e+003,3.4296154785e+003,3.4956411133e+003,3.5219230957e+003,3.5056411133e+003,3.5307692871e+003,3.4134614258e+003,3.4655129395e+003,3.5356411133e+003,3.4520512695e+003,3.2889743652e+003,
9.3750000000e-002,3.5350000000e+003,3.4756411133e+003,3.4948718262e+003,3.5487180176e+003,3.4798718262e+003,3.4694870605e+003,3.5007692871e+003,3.4956411133e+003,3.5241025391e+003,3.4074357910e+003,3.4346154785e+003,3.5176923828e+003,3.4362819824e+003,3.2753845215e+003,
1.0156250000e-001,3.4106411133e+003,3.3278205566e+003,3.3715385742e+003,3.4166667480e+003,3.3112819824e+003,3.3524357910e+003,3.3830769043e+003,3.3642307129e+003,3.3915385742e+003,3.2694870605e+003,3.3069230957e+003,3.3903845215e+003,3.2879487305e+003,3.1487180176e+003,
1.0937500000e-001,3.4029487305e+003,3.3214101563e+003,3.3589743652e+003,3.4112819824e+003,3.3076923828e+003,3.3393588867e+003,3.3701281738e+003,3.3511538086e+003,3.3798718262e+003,3.2555129395e+003,3.3024357910e+003,3.3798718262e+003,3.2725642090e+003,3.1407692871e+003,
1.1718750000e-001,3.4203845215e+003,3.3421794434e+003,3.3660256348e+003,3.4253845215e+003,3.3126923828e+003,3.3456411133e+003,3.3775642090e+003,3.3567949219e+003,3.3862819824e+003,3.2662819824e+003,3.3121794434e+003,3.3897436523e+003,3.2858974609e+003,3.1542307129e+003,
1.2500000000e-001,3.6367949219e+003,3.5565385742e+003,3.5798718262e+003,3.6432050781e+003,3.5176923828e+003,3.5471794434e+003,3.5773076172e+003,3.5607692871e+003,3.5865385742e+003,3.4744870605e+003,3.5058974609e+003,3.5908974609e+003,3.5064101563e+003,3.3580769043e+003,
1.3281250000e-001,3.6564101563e+003,3.5817949219e+003,3.5978205566e+003,3.6655129395e+003,3.5523076172e+003,3.5732050781e+003,3.5989743652e+003,3.5848718262e+003,3.6097436523e+003,3.5012819824e+003,3.5344870605e+003,3.6125642090e+003,3.5256411133e+003,3.3788461914e+003,
1.4062500000e-001,3.6688461914e+003,3.5950000000e+003,3.6073076172e+003,3.6715385742e+003,3.5691025391e+003,3.5903845215e+003,3.6087180176e+003,3.5932050781e+003,3.6167949219e+003,3.5256411133e+003,3.5576923828e+003,3.6219230957e+003,3.5420512695e+003,3.3876923828e+003,
1.4843750000e-001,3.6978205566e+003,3.6225642090e+003,3.6352563477e+003,3.6958974609e+003,3.5880769043e+003,3.6155129395e+003,3.6325642090e+003,3.6155129395e+003,3.6392307129e+003,3.5556411133e+003,3.5875642090e+003,3.6465385742e+003,3.5752563477e+003,3.4139743652e+003,
1.5625000000e-001,3.9005129395e+003,3.8514101563e+003,3.8434614258e+003,3.9074357910e+003,3.8044870605e+003,3.8253845215e+003,3.8414101563e+003,3.8194870605e+003,3.8424357910e+003,3.7644870605e+003,3.8011538086e+003,3.8585898438e+003,3.7896154785e+003,3.6294870605e+003,
1.6406250000e-001,3.9733332520e+003,3.9360256348e+003,3.9187180176e+003,3.9875642090e+003,3.9043588867e+003,3.9061538086e+003,3.9179487305e+003,3.8974357910e+003,3.9187180176e+003,3.8474357910e+003,3.8814101563e+003,3.9370512695e+003,3.8651281738e+003,3.7080769043e+003,
1.7187500000e-001,4.0466667480e+003,4.0170512695e+003,3.9928205566e+003,4.0676923828e+003,4.0071794434e+003,3.9830769043e+003,3.9833332520e+003,3.9752563477e+003,3.9923076172e+003,3.9398718262e+003,3.9714101563e+003,4.0125642090e+003,3.9444870605e+003,3.7832050781e+003,
1.7968750000e-001,4.0489743652e+003,4.0180769043e+003,3.9952563477e+003,4.0706411133e+003,4.0003845215e+003,3.9817949219e+003,3.9801281738e+003,3.9767949219e+003,3.9924357910e+003,3.9438461914e+003,3.9793588867e+003,4.0138461914e+003,3.9514101563e+003,3.7846154785e+003,
1.8750000000e-001,4.0725642090e+003,4.0542307129e+003,4.0217949219e+003,4.1015385742e+003,3.9985898438e+003,4.0134614258e+003,4.0116667480e+003,4.0033332520e+003,4.0203845215e+003,3.9674357910e+003,3.9994870605e+003,4.0370512695e+003,3.9807692871e+003,3.8106411133e+003,
1.9531250000e-001,4.0757692871e+003,4.0656411133e+003,4.0302563477e+003,4.1050000000e+003,4.0133332520e+003,4.0262819824e+003,4.0210256348e+003,4.0134614258e+003,4.0303845215e+003,3.9802563477e+003,4.0043588867e+003,4.0446154785e+003,3.9806411133e+003,3.8178205566e+003,
2.0312500000e-001,4.0669230957e+003,4.0626923828e+003,4.0287180176e+003,4.0934614258e+003,4.0196154785e+003,4.0251281738e+003,4.0173076172e+003,4.0121794434e+003,4.0279487305e+003,3.9820512695e+003,4.0014101563e+003,4.0424357910e+003,3.9692307129e+003,3.8143588867e+003,
2.1093750000e-001,4.0571794434e+003,4.0569230957e+003,4.0253845215e+003,4.0805129395e+003,4.0243588867e+003,4.0196154785e+003,4.0115385742e+003,4.0087180176e+003,4.0229487305e+003,3.9803845215e+003,4.0007692871e+003,4.0402563477e+003,3.9624357910e+003,3.8108974609e+003,
2.1875000000e-001,3.9875642090e+003,3.9901281738e+003,3.9707692871e+003,4.0420512695e+003,3.9570512695e+003,3.9551281738e+003,3.9547436523e+003,3.9580769043e+003,3.9703845215e+003,3.9310256348e+003,3.9491025391e+003,3.9896154785e+003,3.9197436523e+003,3.7585898438e+003,
2.2656250000e-001,3.8870512695e+003,3.8807692871e+003,3.8779487305e+003,3.9494870605e+003,3.8337180176e+003,3.8565385742e+003,3.8589743652e+003,3.8623076172e+003,3.8746154785e+003,3.8302563477e+003,3.8387180176e+003,3.8915385742e+003,3.8082050781e+003,3.6585898438e+003,
2.3437500000e-001,3.6357692871e+003,3.6180769043e+003,3.6211538086e+003,3.6832050781e+003,3.5606411133e+003,3.6150000000e+003,3.6242307129e+003,3.6132050781e+003,3.6306411133e+003,3.5620512695e+003,3.5710256348e+003,3.6343588867e+003,3.5406411133e+003,3.4038461914e+003,
2.4218750000e-001,3.7046154785e+003,3.6956411133e+003,3.6882050781e+003,3.7542307129e+003,3.6716667480e+003,3.6914101563e+003,3.7025642090e+003,3.6843588867e+003,3.7061538086e+003,3.6388461914e+003,3.6469230957e+003,3.7078205566e+003,3.6307692871e+003,3.4774357910e+003,
2.5000000000e-001,3.7110256348e+003,3.6960256348e+003,3.6991025391e+003,3.7660256348e+003,3.6764101563e+003,3.6937180176e+003,3.7046154785e+003,3.6901281738e+003,3.7102563477e+003,3.6467949219e+003,3.6528205566e+003,3.7141025391e+003,3.6334614258e+003,3.4829487305e+003,
2.5781250000e-001,3.6550000000e+003,3.6167949219e+003,3.6378205566e+003,3.7071794434e+003,3.6079487305e+003,3.6115385742e+003,3.6274357910e+003,3.6164101563e+003,3.6387180176e+003,3.5735898438e+003,3.5770512695e+003,3.6388461914e+003,3.5521794434e+003,3.4125642090e+003,
2.6562500000e-001,3.6337180176e+003,3.5973076172e+003,3.6126923828e+003,3.6798718262e+003,3.5891025391e+003,3.5892307129e+003,3.6060256348e+003,3.5933332520e+003,3.6174357910e+003,3.5505129395e+003,3.5517949219e+003,3.6135898438e+003,3.5284614258e+003,3.3900000000e+003,
2.7343750000e-001,3.6112819824e+003,3.5814101563e+003,3.5871794434e+003,3.6464101563e+003,3.5665385742e+003,3.5751281738e+003,3.5921794434e+003,3.5750000000e+003,3.6014101563e+003,3.5342307129e+003,3.5393588867e+003,3.5946154785e+003,3.5130769043e+003,3.3737180176e+003,
2.8125000000e-001,3.6214101563e+003,3.5874357910e+003,3.5969230957e+003,3.6538461914e+003,3.5658974609e+003,3.5865385742e+003,3.6037180176e+003,3.5835898438e+003,3.6115385742e+003,3.5447436523e+003,3.5538461914e+003,3.6071794434e+003,3.5275642090e+003,3.3867949219e+003,
2.8906250000e-001,3.6403845215e+003,3.5985898438e+003,3.6147436523e+003,3.6719230957e+003,3.5680769043e+003,3.6030769043e+003,3.6197436523e+003,3.5969230957e+003,3.6270512695e+003,3.5602563477e+003,3.5701281738e+003,3.6255129395e+003,3.5482050781e+003,3.4061538086e+003,
2.9687500000e-001,3.6570512695e+003,3.6094870605e+003,3.6293588867e+003,3.6891025391e+003,3.5692307129e+003,3.6155129395e+003,3.6310256348e+003,3.6069230957e+003,3.6384614258e+003,3.5724357910e+003,3.5773076172e+003,3.6382050781e+003,3.5638461914e+003,3.4205129395e+003,
3.0468750000e-001,3.9706411133e+003,3.9523076172e+003,3.9312819824e+003,4.0087180176e+003,3.9320512695e+003,3.9296154785e+003,3.9385898438e+003,3.9075642090e+003,3.9270512695e+003,3.8882050781e+003,3.8838461914e+003,3.9411538086e+003,3.8710256348e+003,3.7257692871e+003,
3.1250000000e-001,4.2715385742e+003,4.2775639648e+003,4.2362822266e+003,4.3166665039e+003,4.2417949219e+003,4.2355126953e+003,4.2144873047e+003,4.2196152344e+003,4.2323076172e+003,4.2335898438e+003,4.2369228516e+003,4.2634614258e+003,4.1879487305e+003,4.0467949219e+003,
3.2031250000e-001,4.1457690430e+003,4.1546152344e+003,4.1208974609e+003,4.1964101563e+003,4.1223076172e+003,4.1158974609e+003,4.0969228516e+003,4.1019228516e+003,4.1132050781e+003,4.1123076172e+003,4.1196152344e+003,4.1448715820e+003,4.0621794434e+003,3.9264101563e+003,
3.2812500000e-001,4.0175642090e+003,4.0293588867e+003,4.0083332520e+003,4.0703845215e+003,3.9973076172e+003,4.0005129395e+003,3.9923076172e+003,3.9821794434e+003,3.9937180176e+003,3.9839743652e+003,3.9892307129e+003,4.0256411133e+003,3.9400000000e+003,3.8052563477e+003,
3.3593750000e-001,3.8883332520e+003,3.8943588867e+003,3.8934614258e+003,3.9530769043e+003,3.8465385742e+003,3.8903845215e+003,3.8812819824e+003,3.8801281738e+003,3.8973076172e+003,3.8752563477e+003,3.8566667480e+003,3.9101281738e+003,3.8239743652e+003,3.6866667480e+003,
3.4375000000e-001,3.7867949219e+003,3.7869230957e+003,3.7958974609e+003,3.8560256348e+003,3.7696154785e+003,3.7892307129e+003,3.7820512695e+003,3.7798718262e+003,3.7978205566e+003,3.7688461914e+003,3.7578205566e+003,3.8091025391e+003,3.7171794434e+003,3.5850000000e+003,
3.5156250000e-001,3.6807692871e+003,3.6714101563e+003,3.6774357910e+003,3.7393588867e+003,3.6675642090e+003,3.6748718262e+003,3.6753845215e+003,3.6646154785e+003,3.6887180176e+003,3.6521794434e+003,3.6344870605e+003,3.6976923828e+003,3.6139743652e+003,3.4787180176e+003,
3.5937500000e-001,3.6523076172e+003,3.6424357910e+003,3.6457692871e+003,3.7039743652e+003,3.6141025391e+003,3.6417949219e+003,3.6467949219e+003,3.6341025391e+003,3.6605129395e+003,3.6201281738e+003,3.5998718262e+003,3.6661538086e+003,3.5832050781e+003,3.4515385742e+003,
3.6718750000e-001,3.6435898438e+003,3.6326923828e+003,3.6330769043e+003,3.6874357910e+003,3.5894870605e+003,3.6257692871e+003,3.6367949219e+003,3.6160256348e+003,3.6438461914e+003,3.5964101563e+003,3.5871794434e+003,3.6453845215e+003,3.5538461914e+003,3.4383332520e+003,
3.7500000000e-001,3.6944870605e+003,3.6833332520e+003,3.6805129395e+003,3.7396154785e+003,3.6521794434e+003,3.6776923828e+003,3.6858974609e+003,3.6628205566e+003,3.6885898438e+003,3.6437180176e+003,3.6388461914e+003,3.6915385742e+003,3.5976923828e+003,3.4853845215e+003,
3.8281250000e-001,3.7837180176e+003,3.7639743652e+003,3.7679487305e+003,3.8423076172e+003,3.7369230957e+003,3.7761538086e+003,3.7737180176e+003,3.7537180176e+003,3.7719230957e+003,3.7451281738e+003,3.7274357910e+003,3.7751281738e+003,3.7000000000e+003,3.5694870605e+003,
3.9062500000e-001,3.7589743652e+003,3.7342307129e+003,3.7444870605e+003,3.8182050781e+003,3.7035898438e+003,3.7493588867e+003,3.7484614258e+003,3.7285898438e+003,3.7480769043e+003,3.7207692871e+003,3.7020512695e+003,3.7471794434e+003,3.6744870605e+003,3.5420512695e+003,
3.9843750000e-001,3.7293588867e+003,3.7075642090e+003,3.7139743652e+003,3.7823076172e+003,3.6928205566e+003,3.7164101563e+003,3.7182050781e+003,3.6983332520e+003,3.7217949219e+003,3.6905129395e+003,3.6712819824e+003,3.7185898438e+003,3.6355129395e+003,3.5097436523e+003,
4.0625000000e-001,3.7298718262e+003,3.7148718262e+003,3.7128205566e+003,3.7770512695e+003,3.7091025391e+003,3.7203845215e+003,3.7193588867e+003,3.7006411133e+003,3.7247436523e+003,3.6946154785e+003,3.6708974609e+003,3.7232050781e+003,3.6360256348e+003,3.5124357910e+003,
4.1406250000e-001,3.7221794434e+003,3.7106411133e+003,3.7041025391e+003,3.7623076172e+003,3.7062819824e+003,3.7173076172e+003,3.7119230957e+003,3.6951281738e+003,3.7194870605e+003,3.6910256348e+003,3.6617949219e+003,3.7179487305e+003,3.6308974609e+003,3.5079487305e+003,
4.2187500000e-001,3.6910256348e+003,3.6752563477e+003,3.6743588867e+003,3.7251281738e+003,3.6657692871e+003,3.6888461914e+003,3.6805129395e+003,3.6658974609e+003,3.6911538086e+003,3.6611538086e+003,3.6283332520e+003,3.6860256348e+003,3.6014101563e+003,3.4791025391e+003,
4.2968750000e-001,3.4929487305e+003,3.4411538086e+003,3.4823076172e+003,3.5288461914e+003,3.4276923828e+003,3.4794870605e+003,3.4833332520e+003,3.4639743652e+003,3.4932050781e+003,3.4435898438e+003,3.4119230957e+003,3.4765385742e+003,3.3917949219e+003,3.2724357910e+003,
4.3750000000e-001,3.5929487305e+003,3.5592307129e+003,3.5723076172e+003,3.6248718262e+003,3.5285898438e+003,3.5825642090e+003,3.5802563477e+003,3.5569230957e+003,3.5851281738e+003,3.5450000000e+003,3.5106411133e+003,3.5750000000e+003,3.4742307129e+003,3.3675642090e+003,
4.4531250000e-001,3.6366667480e+003,3.6035898438e+003,3.6144870605e+003,3.6630769043e+003,3.5901281738e+003,3.6219230957e+003,3.6191025391e+003,3.5984614258e+003,3.6250000000e+003,3.5874357910e+003,3.5530769043e+003,3.6173076172e+003,3.5125642090e+003,3.4106411133e+003,
4.5312500000e-001,3.6488461914e+003,3.6147436523e+003,3.6235898438e+003,3.6598718262e+003,3.6319230957e+003,3.6320512695e+003,3.6234614258e+003,3.6111538086e+003,3.6369230957e+003,3.6071794434e+003,3.5653845215e+003,3.6237180176e+003,3.5352563477e+003,3.4201281738e+003,
4.6093750000e-001,3.6483332520e+003,3.6058974609e+003,3.6187180176e+003,3.6652563477e+003,3.5861538086e+003,3.6352563477e+003,3.6325642090e+003,3.5969230957e+003,3.6271794434e+003,3.5934614258e+003,3.5537180176e+003,3.6155129395e+003,3.5329487305e+003,3.4112819824e+003,
4.6875000000e-001,3.7583332520e+003,3.7253845215e+003,3.7229487305e+003,3.7794870605e+003,3.6993588867e+003,3.7414101563e+003,3.7364101563e+003,3.7061538086e+003,3.7339743652e+003,3.7114101563e+003,3.6678205566e+003,3.7258974609e+003,3.6421794434e+003,3.5214101563e+003,
4.7656250000e-001,3.7694870605e+003,3.7396154785e+003,3.7375642090e+003,3.7798718262e+003,3.7171794434e+003,3.7519230957e+003,3.7398718262e+003,3.7298718262e+003,3.7514101563e+003,3.7448718262e+003,3.7026923828e+003,3.7466667480e+003,3.6582050781e+003,3.5384614258e+003,
4.8437500000e-001,3.7157692871e+003,3.6782050781e+003,3.6866667480e+003,3.7226923828e+003,3.6641025391e+003,3.6993588867e+003,3.6912819824e+003,3.6751281738e+003,3.6974357910e+003,3.6837180176e+003,3.6479487305e+003,3.6911538086e+003,3.6042307129e+003,3.4842307129e+003,
4.9218750000e-001,3.7601281738e+003,3.7244870605e+003,3.7297436523e+003,3.7765385742e+003,3.7071794434e+003,3.7446154785e+003,3.7417949219e+003,3.7167949219e+003,3.7364101563e+003,3.7208974609e+003,3.6806411133e+003,3.7294870605e+003,3.6567949219e+003,3.5289743652e+003,
5.0000000000e-001,3.8107692871e+003,3.7823076172e+003,3.7817949219e+003,3.8360256348e+003,3.7478205566e+003,3.7957692871e+003,3.7912819824e+003,3.7711538086e+003,3.7876923828e+003,3.7774357910e+003,3.7273076172e+003,3.7835898438e+003,3.7124357910e+003,3.5826923828e+003,
5.0781250000e-001,3.6250000000e+003,3.5908974609e+003,3.6144870605e+003,3.6566667480e+003,3.5506411133e+003,3.6189743652e+003,3.6116667480e+003,3.6043588867e+003,3.6238461914e+003,3.6005129395e+003,3.5458974609e+003,3.6193588867e+003,3.5176923828e+003,3.4021794434e+003,
5.1562500000e-001,3.5211538086e+003,3.4808974609e+003,3.5108974609e+003,3.5474357910e+003,3.4652563477e+003,3.5184614258e+003,3.5132050781e+003,3.4993588867e+003,3.5221794434e+003,3.4912819824e+003,3.4444870605e+003,3.5132050781e+003,3.4110256348e+003,3.2956411133e+003,
5.2343750000e-001,3.4917949219e+003,3.4523076172e+003,3.4696154785e+003,3.5105129395e+003,3.4696154785e+003,3.4851281738e+003,3.4846154785e+003,3.4558974609e+003,3.4810256348e+003,3.4528205566e+003,3.4147436523e+003,3.4694870605e+003,3.3864101563e+003,3.2584614258e+003,
5.3125000000e-001,3.5516667480e+003,3.5148718262e+003,3.5237180176e+003,3.5702563477e+003,3.5291025391e+003,3.5387180176e+003,3.5389743652e+003,3.5093588867e+003,3.5338461914e+003,3.5106411133e+003,3.4700000000e+003,3.5251281738e+003,3.4483332520e+003,3.3134614258e+003,
5.3906250000e-001,3.6155129395e+003,3.5789743652e+003,3.5853845215e+003,3.6339743652e+003,3.5808974609e+003,3.5969230957e+003,3.5961538086e+003,3.5697436523e+003,3.5939743652e+003,3.5723076172e+003,3.5262819824e+003,3.5892307129e+003,3.5107692871e+003,3.3721794434e+003,
5.4687500000e-001,3.6598718262e+003,3.6210256348e+003,3.6305129395e+003,3.6764101563e+003,3.6091025391e+003,3.6382050781e+003,3.6353845215e+003,3.6121794434e+003,3.6376923828e+003,3.6135898438e+003,3.5630769043e+003,3.6362819824e+003,3.5514101563e+003,3.4119230957e+003,
5.5468750000e-001,3.7556411133e+003,3.7207692871e+003,3.7207692871e+003,3.7628205566e+003,3.6984614258e+003,3.7296154785e+003,3.7243588867e+003,3.7038461914e+003,3.7285898438e+003,3.7211538086e+003,3.6756411133e+003,3.7301281738e+003,3.6567949219e+003,3.5024357910e+003,
5.6250000000e-001,3.7734614258e+003,3.7396154785e+003,3.7388461914e+003,3.7864101563e+003,3.7164101563e+003,3.7476923828e+003,3.7419230957e+003,3.7242307129e+003,3.7458974609e+003,3.7458974609e+003,3.6956411133e+003,3.7510256348e+003,3.6819230957e+003,3.5201281738e+003,
5.7031250000e-001,3.7353845215e+003,3.7083332520e+003,3.7066667480e+003,3.7576923828e+003,3.6914101563e+003,3.7212819824e+003,3.7137180176e+003,3.6996154785e+003,3.7219230957e+003,3.7123076172e+003,3.6569230957e+003,3.7260256348e+003,3.6544870605e+003,3.4861538086e+003,
5.7812500000e-001,3.6075642090e+003,3.5820512695e+003,3.5828205566e+003,3.6141025391e+003,3.5765385742e+003,3.6024357910e+003,3.5962819824e+003,3.5819230957e+003,3.6091025391e+003,3.5893588867e+003,3.5430769043e+003,3.6016667480e+003,3.5200000000e+003,3.3610256348e+003,
5.8593750000e-001,3.6367949219e+003,3.6007692871e+003,3.6114101563e+003,3.6428205566e+003,3.5894870605e+003,3.6278205566e+003,3.6239743652e+003,3.6044870605e+003,3.6323076172e+003,3.6173076172e+003,3.5655129395e+003,3.6289743652e+003,3.5455129395e+003,3.3823076172e+003,
5.9375000000e-001,3.8200000000e+003,3.7846154785e+003,3.7843588867e+003,3.8439743652e+003,3.7661538086e+003,3.8001281738e+003,3.7933332520e+003,3.7753845215e+003,3.8058974609e+003,3.8125642090e+003,3.7394870605e+003,3.8062819824e+003,3.7474357910e+003,3.5565385742e+003,
6.0156250000e-001,3.7939743652e+003,3.7678205566e+003,3.7616667480e+003,3.8220512695e+003,3.7591025391e+003,3.7730769043e+003,3.7660256348e+003,3.7524357910e+003,3.7839743652e+003,3.7903845215e+003,3.7216667480e+003,3.7847436523e+003,3.7267949219e+003,3.5383332520e+003,
6.0937500000e-001,3.6884614258e+003,3.6644870605e+003,3.6638461914e+003,3.7061538086e+003,3.6467949219e+003,3.6617949219e+003,3.6576923828e+003,3.6420512695e+003,3.6778205566e+003,3.6744870605e+003,3.6242307129e+003,3.6838461914e+003,3.6083332520e+003,3.4361538086e+003,
6.1718750000e-001,3.7878205566e+003,3.7624357910e+003,3.7585898438e+003,3.7960256348e+003,3.7225642090e+003,3.7591025391e+003,3.7566667480e+003,3.7400000000e+003,3.7711538086e+003,3.7784614258e+003,3.7175642090e+003,3.7814101563e+003,3.7126923828e+003,3.5308974609e+003,
