Time (s),AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Sampling Rate
0.0000000000e+000,4.0993588867e+003,4.1450000000e+003,4.1570512695e+003,4.2066665039e+003,3.9271794434e+003,4.1410258789e+003,4.1424360352e+003,4.1357690430e+003,4.1401284180e+003,4.2179487305e+003,4.1428203125e+003,4.1439741211e+003,4.1243588867e+003,4.1605126953e+003,128
7.8125000000e-003,4.0906411133e+003,4.1321796875e+003,4.1460258789e+003,4.1965385742e+003,3.9108974609e+003,4.1369228516e+003,4.1343588867e+003,4.1242309570e+003,4.1287177734e+003,4.2073076172e+003,4.1415385742e+003,4.1346152344e+003,4.1123076172e+003,4.1525639648e+003,
1.5625000000e-002,4.0919230957e+003,4.1442309570e+003,4.1333334961e+003,4.1808974609e+003,3.9341025391e+003,4.1361538086e+003,4.1305126953e+003,4.1225639648e+003,4.1317949219e+003,4.2270512695e+003,4.1228203125e+003,4.1324360352e+003,4.1144873047e+003,4.1507690430e+003,
2.3437500000e-002,4.0925642090e+003,4.1442309570e+003,4.1316665039e+003,4.1783334961e+003,3.9333332520e+003,4.1269228516e+003,4.1262822266e+003,4.1193588867e+003,4.1297436523e+003,4.2211538086e+003,4.1114101563e+003,4.1285898438e+003,4.1162822266e+003,4.1482050781e+003,
3.1250000000e-002,4.0984614258e+003,4.1375639648e+003,4.1357690430e+003,4.1898715820e+003,3.9184614258e+003,4.1169228516e+003,4.1228203125e+003,4.1165385742e+003,4.1257690430e+003,4.1993588867e+003,4.1179487305e+003,4.1256411133e+003,4.1229487305e+003,4.1492309570e+003,
3.9062500000e-002,4.0976923828e+003,4.1293588867e+003,4.1351284180e+003,4.1939741211e+003,3.9060256348e+003,4.1151284180e+003,4.1203847656e+003,4.1137177734e+003,4.1216665039e+003,4.1921796875e+003,4.1233334961e+003,4.1255126953e+003,4.1200000000e+003,4.1483334961e+003,
4.6875000000e-002,4.1053847656e+003,4.1264101563e+003,4.1396152344e+003,4.1939741211e+003,3.9008974609e+003,4.1242309570e+003,4.1247436523e+003,4.1143588867e+003,4.1226923828e+003,4.2121796875e+003,4.1192309570e+003,4.1344873047e+003,4.1133334961e+003,4.1519228516e+003,
5.4687500000e-002,4.1182050781e+003,4.1387177734e+003,4.1496152344e+003,4.2037177734e+003,3.9188461914e+003,4.1334614258e+003,4.1339741211e+003,4.1238461914e+003,4.1329487305e+003,4.2219228516e+003,4.1310258789e+003,4.1424360352e+003,4.1256411133e+003,4.1620512695e+003,
6.2500000000e-002,4.1247436523e+003,4.1451284180e+003,4.1538461914e+003,4.2116665039e+003,3.9319230957e+003,4.1360258789e+003,4.1379487305e+003,4.1282050781e+003,4.1376923828e+003,4.2208974609e+003,4.1434614258e+003,4.1455126953e+003,4.1346152344e+003,4.1675639648e+003,
7.0312500000e-002,4.1224360352e+003,4.1430771484e+003,4.1503847656e+003,4.2134614258e+003,3.9348718262e+003,4.1308974609e+003,4.1353847656e+003,4.1255126953e+003,4.1352563477e+003,4.2120512695e+003,4.1488461914e+003,4.1429487305e+003,4.1347436523e+003,4.1665385742e+003,
