Time (s);AF3;F7;F3;FC5;T7;P7;O1;O2;P8;T8;FC6;F4;F8;AF4;Sampling Rate
0.0000000000e+000;4.1707690430e+003;4.1307690430e+003;4.1496152344e+003;4.1374360352e+003;4.1312822266e+003;4.1405126953e+003;4.1380771484e+003;4.1380771484e+003;4.1355126953e+003;4.1315385742e+003;4.1455126953e+003;4.1502563477e+003;4.1487177734e+003;4.1541025391e+003;128
7.8125000000e-003;4.1724360352e+003;4.1357690430e+003;4.1525639648e+003;4.1388461914e+003;4.1324360352e+003;4.1385898438e+003;4.1374360352e+003;4.1478203125e+003;4.1451284180e+003;4.1408974609e+003;4.1500000000e+003;4.1557690430e+003;4.1533334961e+003;4.1580771484e+003;
1.5625000000e-002;4.1348715820e+003;4.0993588867e+003;4.1179487305e+003;4.1043588867e+003;4.0916667480e+003;4.1007690430e+003;4.0993588867e+003;4.1173076172e+003;4.1151284180e+003;4.1075639648e+003;4.1147436523e+003;4.1241025391e+003;4.1182050781e+003;4.1237177734e+003;
2.3437500000e-002;4.0720512695e+003;4.0300000000e+003;4.0551281738e+003;4.0441025391e+003;4.0187180176e+003;4.0365385742e+003;4.0329487305e+003;4.0548718262e+003;4.0528205566e+003;4.0375642090e+003;4.0476923828e+003;4.0617949219e+003;4.0526923828e+003;4.0601281738e+003;
3.1250000000e-002;4.0829487305e+003;4.0387180176e+003;4.0641025391e+003;4.0528205566e+003;4.0288461914e+003;4.0451281738e+003;4.0410256348e+003;4.0642307129e+003;4.0608974609e+003;4.0460256348e+003;4.0548718262e+003;4.0678205566e+003;4.0607692871e+003;4.0678205566e+003;
3.9062500000e-002;4.0912819824e+003;4.0484614258e+003;4.0726923828e+003;4.0605129395e+003;4.0410256348e+003;4.0538461914e+003;4.0498718262e+003;4.0742307129e+003;4.0691025391e+003;4.0562819824e+003;4.0607692871e+003;4.0719230957e+003;4.0671794434e+003;4.0735898438e+003;
4.6875000000e-002;4.0335898438e+003;3.9943588867e+003;4.0046154785e+003;4.0075642090e+003;3.9950000000e+003;4.0191025391e+003;4.0151281738e+003;4.0183332520e+003;4.0234614258e+003;3.9994870605e+003;4.0017949219e+003;4.0023076172e+003;4.0111538086e+003;4.0111538086e+003;
5.4687500000e-002;4.0123076172e+003;3.9696154785e+003;3.9810256348e+003;3.9861538086e+003;3.9747436523e+003;4.0062819824e+003;3.9969230957e+003;3.9975642090e+003;4.0026923828e+003;3.9785898438e+003;3.9798718262e+003;3.9803845215e+003;3.9889743652e+003;3.9903845215e+003;
6.2500000000e-002;4.0011538086e+003;3.9591025391e+003;3.9684614258e+003;3.9728205566e+003;3.9689743652e+003;4.0032050781e+003;3.9866667480e+003;3.9738461914e+003;3.9776923828e+003;3.9548718262e+003;3.9550000000e+003;3.9588461914e+003;3.9688461914e+003;3.9701281738e+003;
7.0312500000e-002;4.0262819824e+003;3.9826923828e+003;3.9850000000e+003;3.9960256348e+003;3.9864101563e+003;4.0176923828e+003;3.9951281738e+003;3.9675642090e+003;3.9700000000e+003;3.9608974609e+003;3.9701281738e+003;3.9797436523e+003;3.9874357910e+003;3.9889743652e+003;
